date,state,coalition,prob_majority,pct_05,pct_50,pct_95
2021-02-15,Bremen,afd,,0.0,0.0,1.0
2021-02-15,Bremen,cdu,,1.0,1.0,2.0
2021-02-15,Bremen,fdp,,0.0,0.0,1.0
2021-02-15,Bremen,gruene,,1.0,1.0,1.0
2021-02-15,Bremen,linke,,0.0,1.0,1.0
2021-02-15,Bremen,spd,,1.0,1.0,2.0
2021-02-15,Hamburg,afd,,0.0,1.0,3.0
2021-02-15,Hamburg,cdu,,3.0,4.0,6.0
2021-02-15,Hamburg,fdp,,1.0,1.0,2.0
2021-02-15,Hamburg,gruene,,3.0,3.0,4.0
2021-02-15,Hamburg,linke,,1.0,2.0,3.0
2021-02-15,Hamburg,spd,,2.0,3.0,5.0
2021-02-15,Hessen,afd,,0.0,5.0,13.0
2021-02-15,Hessen,cdu,,15.0,19.0,22.0
2021-02-15,Hessen,fdp,,3.0,5.0,7.0
2021-02-15,Hessen,gruene,,8.0,9.0,11.0
2021-02-15,Hessen,linke,,1.0,4.0,7.0
2021-02-15,Hessen,spd,,8.0,10.0,13.0
2021-02-15,Mecklenburg-Vorpommern,afd,,0.0,2.0,5.0
2021-02-15,Mecklenburg-Vorpommern,cdu,,4.0,6.0,6.0
2021-02-15,Mecklenburg-Vorpommern,fdp,,0.0,1.0,1.0
2021-02-15,Mecklenburg-Vorpommern,gruene,,1.0,2.0,2.0
2021-02-15,Mecklenburg-Vorpommern,linke,,2.0,2.0,3.0
2021-02-15,Mecklenburg-Vorpommern,spd,,1.0,2.0,2.0
2021-02-15,Niedersachsen,afd,,0.0,5.0,16.0
2021-02-15,Niedersachsen,cdu,,19.0,24.0,28.0
2021-02-15,Niedersachsen,fdp,,3.0,5.0,7.0
2021-02-15,Niedersachsen,gruene,,10.0,12.0,14.0
2021-02-15,Niedersachsen,linke,,0.0,4.0,9.0
2021-02-15,Niedersachsen,spd,,13.0,17.0,21.0
2021-02-15,Nordrhein-Westfalen,afd,,0.0,10.0,34.0
2021-02-15,Nordrhein-Westfalen,cdu,,39.0,50.0,60.0
2021-02-15,Nordrhein-Westfalen,fdp,,11.0,17.0,22.0
2021-02-15,Nordrhein-Westfalen,gruene,,20.0,24.0,28.0
2021-02-15,Nordrhein-Westfalen,linke,,1.0,10.0,19.0
2021-02-15,Nordrhein-Westfalen,spd,,26.0,33.0,41.0
2021-02-15,Rheinland-Pfalz,afd,,0.0,3.0,9.0
2021-02-15,Rheinland-Pfalz,cdu,,13.0,15.0,15.0
2021-02-15,Rheinland-Pfalz,fdp,,2.0,3.0,4.0
2021-02-15,Rheinland-Pfalz,gruene,,5.0,6.0,7.0
2021-02-15,Rheinland-Pfalz,linke,,0.0,2.0,4.0
2021-02-15,Rheinland-Pfalz,spd,,6.0,7.0,9.0
2021-02-15,Saarland,afd,,0.0,1.0,2.0
2021-02-15,Saarland,cdu,,3.0,4.0,4.0
2021-02-15,Saarland,fdp,,0.0,0.0,1.0
2021-02-15,Saarland,gruene,,1.0,1.0,2.0
2021-02-15,Saarland,linke,,1.0,1.0,2.0
2021-02-15,Saarland,spd,,2.0,2.0,3.0
2021-02-15,Sachsen,afd,,4.0,10.0,15.0
2021-02-15,Sachsen,cdu,,8.0,13.0,16.0
2021-02-15,Sachsen,fdp,,1.0,2.0,4.0
2021-02-15,Sachsen,gruene,,4.0,5.0,6.0
2021-02-15,Sachsen,linke,,3.0,6.0,8.0
2021-02-15,Sachsen,spd,,1.0,2.0,4.0
2021-02-15,Sachsen-Anhalt,afd,,0.0,3.0,6.0
2021-02-15,Sachsen-Anhalt,cdu,,5.0,9.0,9.0
2021-02-15,Sachsen-Anhalt,fdp,,0.0,1.0,2.0
2021-02-15,Sachsen-Anhalt,gruene,,2.0,2.0,3.0
2021-02-15,Sachsen-Anhalt,linke,,2.0,3.0,5.0
2021-02-15,Sachsen-Anhalt,spd,,1.0,2.0,3.0
2021-02-15,Schleswig-Holstein,afd,,0.0,1.0,6.0
2021-02-15,Schleswig-Holstein,cdu,,9.0,11.0,11.0
2021-02-15,Schleswig-Holstein,fdp,,2.0,3.0,4.0
2021-02-15,Schleswig-Holstein,gruene,,5.0,5.0,6.0
2021-02-15,Schleswig-Holstein,linke,,0.0,2.0,3.0
2021-02-15,Schleswig-Holstein,spd,,4.0,5.0,7.0
2021-02-15,Thüringen,afd,,1.0,4.0,7.0
2021-02-15,Thüringen,cdu,,4.0,8.0,8.0
2021-02-15,Thüringen,fdp,,0.0,1.0,2.0
2021-02-15,Thüringen,gruene,,2.0,2.0,3.0
2021-02-15,Thüringen,linke,,2.0,3.0,4.0
2021-02-15,Thüringen,spd,,1.0,2.0,3.0
